Record,ID,Year,Latitude,Longitude,Location,Site,Zone,Level,Transect,Class,Order,Family,Genus,GenusSpecies,TotalLength,Abundance,KelpAbundance,KelpDensity,aTL2TW,bTL2TW,TrophicLevel,Lm,Lmax,BodyShape,DemersPelag,PriceCateg,UsedasBait,Aquarium,Importance,Comments
1339,2013-RET-N-Bottom-1,2013,31.604444,-116.672889,RET,N,NA,Bottom,1,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes atrovirens,10,3,22,0.366666667,NA,NA,NA,NA,NA,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
1340,2013-RET-N-Bottom-1,2013,31.604444,-116.672889,RET,N,NA,Bottom,1,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes atrovirens,25,2,22,0.366666667,NA,NA,NA,NA,NA,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
1341,2013-RET-N-Bottom-1,2013,31.604444,-116.672889,RET,N,NA,Bottom,1,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes chrysomelas,35,1,22,0.366666667,0.01,3.07,NA,16,39,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,Inhabit holes and crevices in rocky areas (Ref. 2850).  Found in intertidal areas and to 37 m (Ref. 2850).  Viviparous (Ref. 34817).
1342,2013-RET-N-Bottom-1,2013,31.604444,-116.672889,RET,N,NA,Bottom,1,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes serranoides,15,2,22,0.366666667,0.01,3.07,4.15,34.25,61,fusiform / normal,reef-associated,medium,never/rarely,never/rarely,NA,"Sometimes found well off bottom, in or near kelp or over rocky reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Viviparous, with planktonic larvae (Ref. 36715)."
1343,2013-RET-N-Bottom-1,2013,31.604444,-116.672889,RET,N,NA,Bottom,1,Actinopterygii,Perciformes,Labridae,Semicossyphus,Semicossyphus pulcher,10,1,22,0.366666667,0.0289,3,NA,NA,91,fusiform / normal,reef-associated,very high,never/rarely,commercial,commercial,"Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
1343,2013-RET-N-Bottom-1,2013,31.604444,-116.672889,RET,N,NA,Bottom,1,Actinopterygii,Perciformes,Labridae,Semicossyphus,Semicossyphus pulcher,10,1,22,0.366666667,0.0289,3,3.6,NA,91,fusiform / normal,reef-associated,very high,never/rarely,commercial,commercial,"Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
1344,2013-RET-N-Bottom-1,2013,31.604444,-116.672889,RET,N,NA,Bottom,1,Actinopterygii,Perciformes,Labridae,Semicossyphus,Semicossyphus pulcher,15,1,22,0.366666667,0.0289,3,NA,NA,91,fusiform / normal,reef-associated,very high,never/rarely,commercial,commercial,"Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
1344,2013-RET-N-Bottom-1,2013,31.604444,-116.672889,RET,N,NA,Bottom,1,Actinopterygii,Perciformes,Labridae,Semicossyphus,Semicossyphus pulcher,15,1,22,0.366666667,0.0289,3,3.6,NA,91,fusiform / normal,reef-associated,very high,never/rarely,commercial,commercial,"Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
1345,2013-RET-N-Bottom-1,2013,31.604444,-116.672889,RET,N,NA,Bottom,1,Actinopterygii,Perciformes,Labridae,Semicossyphus,Semicossyphus pulcher,35,1,22,0.366666667,0.0289,3,NA,NA,91,fusiform / normal,reef-associated,very high,never/rarely,commercial,commercial,"Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
1345,2013-RET-N-Bottom-1,2013,31.604444,-116.672889,RET,N,NA,Bottom,1,Actinopterygii,Perciformes,Labridae,Semicossyphus,Semicossyphus pulcher,35,1,22,0.366666667,0.0289,3,3.6,NA,91,fusiform / normal,reef-associated,very high,never/rarely,commercial,commercial,"Prefer rocky bottom, particularly in kelp beds.  Often feed on hard-shelled organisms such as sea urchins, mollusks, lobsters and crabs.  Spawning occur during the summer and the eggs are pelagic (Ref. 9311).  Live to more than 50 years of age.  Each individual functions first as a female but changes to a male at a length of about 30 cm.  Pelagic spawners (Ref. 56049).  Flesh is white,  of good quality and marketed fresh (Ref. 9311).  The large teeth can cause serious bite wounds."
1346,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Perciformes,Pomacentridae,Chromis,Chromis punctipinnis,5,12,22,0.366666667,0.01479,2.99,2.7,NA,NA,fusiform / normal,reef-associated,unknown,never/rarely,NA,minor commercial,"Adults occur near bottom over or near rocks, especially over steep banks, and also in kelp beds.  Young school in open ocean.  They retire to rocky holes at night (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Good eating."
1347,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Perciformes,Pomacentridae,Chromis,Chromis punctipinnis,15,1,22,0.366666667,0.01479,2.99,2.7,NA,NA,fusiform / normal,reef-associated,unknown,never/rarely,NA,minor commercial,"Adults occur near bottom over or near rocks, especially over steep banks, and also in kelp beds.  Young school in open ocean.  They retire to rocky holes at night (Ref. 7247).  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Good eating."
1348,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,Embiotoca jacksoni,15,2,22,0.366666667,0.053184015,2.864,3.3,NA,39,short and / or deep,demersal,unknown,NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
1349,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,Embiotoca jacksoni,20,1,22,0.366666667,0.053184015,2.864,3.3,NA,39,short and / or deep,demersal,unknown,NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
1350,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Perciformes,Embiotocidae,Embiotoca,Embiotoca jacksoni,25,1,22,0.366666667,0.053184015,2.864,3.3,NA,39,short and / or deep,demersal,unknown,NA,NA,NA,"Adults chiefly live in rocky areas near kelp, occasionally over sand bottom of coastal bays and around piers and pilings, and rarely in surf.  Occur from intertidal areas to 46 m depth, but usually at about 6.1 m.  Usually form small groups.  Viviparous, female carries the developing young (Ref. 205)."
1351,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Perciformes,Pomacentridae,Hypsypops,Hypsypops rubicundus,25,2,22,0.366666667,0.020213841,3.0895,3.2,NA,NA,short and / or deep,reef-associated,unknown,never/rarely,never/rarely,NA,"Adults occur over rocky bottom in clear water, often near crevices and small caves, occasionally in kelp.  Adults defend a home territory.  Feed mainly on attached invertebrates.  Oviparous, distinct pairing during breeding (Ref. 205).  Eggs are demersal and adhere to the substrate (Ref. 205).  Males guard and aerate the eggs (Ref. 205).  Have been reared in captivity (Ref. 35420)."
1352,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Perciformes,Labridae,Oxyjulis,Oxyjulis californica,5,22,22,0.366666667,0.00447,3.14,3.1,NA,25,elongated,demersal,very high,never/rarely,commercial,NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
1353,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Perciformes,Labridae,Oxyjulis,Oxyjulis californica,10,4,22,0.366666667,0.00447,3.14,3.1,NA,25,elongated,demersal,very high,never/rarely,commercial,NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
1354,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Perciformes,Labridae,Oxyjulis,Oxyjulis californica,15,9,22,0.366666667,0.00447,3.14,3.1,NA,25,elongated,demersal,very high,never/rarely,commercial,NA,"Live in kelp and other seaweeds and over rocks. Occurs in intertidal up to 97 m (Ref. 96339). Found usually at depths shallower than 23 m but also caught at depths up to 73 m.  Often form small groups, frequently well off bottom.  When disturbed often burrows in bottom sediment.  Sleep at night buried in sand with head protruding.  Feed on a variety of small invertebrates and also picks parasites from other fishes that come to be cleaned.  No sex reversal.  Pelagic spawner (Ref. 56049)."
1355,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius,Oxylebius pictus,15,1,22,0.366666667,NA,NA,NA,NA,NA,fusiform / normal,demersal,unknown,never/rarely,never/rarely,NA,"Found in rocky areas, from the intertidal to 49 m (Ref. 2850).  Sleeps on the oral disc, leaving the anemone (<i>Urticina lofotensis</i>) by day but returning every night (Ref. 45560).  Commonly encountered hovering motionless by divers (Ref. 2850).  Feeds on crustaceans, polychaetes, small mollusks and bryozoans (Ref. 4930).  Neither anterolateral glandular grooves nor venom gland is present (Ref. 57406)."
1356,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Scorpaeniformes,Hexagrammidae,Oxylebius,Oxylebius pictus,20,2,22,0.366666667,NA,NA,NA,NA,NA,fusiform / normal,demersal,unknown,never/rarely,never/rarely,NA,"Found in rocky areas, from the intertidal to 49 m (Ref. 2850).  Sleeps on the oral disc, leaving the anemone (<i>Urticina lofotensis</i>) by day but returning every night (Ref. 45560).  Commonly encountered hovering motionless by divers (Ref. 2850).  Feeds on crustaceans, polychaetes, small mollusks and bryozoans (Ref. 4930).  Neither anterolateral glandular grooves nor venom gland is present (Ref. 57406)."
1357,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Perciformes,Serranidae,Paralabrax,Paralabrax clathratus,35,1,22,0.366666667,0.00273,3.27,3.93,NA,72,fusiform / normal,benthopelagic,very high,NA,NA,commercial,"Usually found in or near kelp beds, shallow water and to about 50 m but mostly from 2.4-21m .  Found throughout water column.  Large specimens usually occur in deeper water.  Juveniles feed on benthic invertebrates (especially crustaceans); adults feed on fishes and cephalopods (Ref.9342).  Both juveniles and adults may feed on plankton when abundant (Ref.9342).  Pelagic spawners (Ref. 56049).  Also caught with troll lines (Ref. 9342).  Excellent food fish and an important game fish (Ref. 9342)."
1358,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Perciformes,Gobiidae,Rhinogobiops,Rhinogobiops nicholsii,10,1,22,0.366666667,NA,NA,NA,NA,NA,fusiform / normal,demersal,very high,never/rarely,public aquariums,NA,Found usually in sandy areas near rocks.  Occurs from intertidal areas to 106 m depth.  Retreats to rocks or holes when approached.  Young are found usually offshore among plankton.  Oviparous (Ref. 56079).  A protogynous hermaphrodite (Ref. 34256).  Forms permanent harem groups composed of a single male  and several smaller females (Ref. 55367).  Eggs are guarded by the male (Ref. 56079).
1359,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes atrovirens,10,1,22,0.366666667,NA,NA,NA,NA,NA,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
1360,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes atrovirens,30,1,22,0.366666667,NA,NA,NA,NA,NA,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
1361,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes atrovirens,35,1,22,0.366666667,NA,NA,NA,NA,NA,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Usually found on or near bottom in kelp beds or rocky areas (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
1362,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes carnatus,10,1,22,0.366666667,0.0269,3,NA,17,39,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Inhabit holes or crevices in rocky areas (Ref. 2850).  Territorial (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
1363,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes carnatus,30,1,22,0.366666667,0.0269,3,NA,17,39,fusiform / normal,demersal,medium,never/rarely,never/rarely,NA,"Inhabit holes or crevices in rocky areas (Ref. 2850).  Territorial (Ref. 2850).  Viviparous, with planktonic larvae (Ref. 36715)."
1364,2013-RET-N-Bottom-2,2013,31.604444,-116.672889,RET,N,NA,Bottom,2,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,Sebastes serranoides,15,1,22,0.366666667,0.01,3.07,4.15,34.25,61,fusiform / normal,reef-associated,medium,never/rarely,never/rarely,NA,"Sometimes found well off bottom, in or near kelp or over rocky reefs (Ref. 2850).  Juveniles are pelagic (Ref. 36715).  Viviparous, with planktonic larvae (Ref. 36715)."
